Date,Open,High,Low,Close,Volume
"Dec 3, 2018","1,769.46","1,778.34","1,730.00","1,772.36","6,862,160"
"Dec 4, 2018","1,756.00","1,770.34","1,665.00","1,668.40","8,694,455"
"Dec 6, 2018","1,614.87","1,701.05","1,609.85","1,699.19","8,789,394"
"Dec 7, 2018","1,705.07","1,718.93","1,625.46","1,629.13","7,576,132"
"Dec 10, 2018","1,623.84","1,657.99","1,590.87","1,641.03","7,494,808"
"Dec 11, 2018","1,678.00","1,679.47","1,619.60","1,643.24","6,244,695"
"Dec 12, 2018","1,669.00","1,704.99","1,660.27","1,663.54","6,597,968"
"Dec 13, 2018","1,680.00","1,692.12","1,641.50","1,658.38","5,271,162"
"Dec 14, 2018","1,638.00","1,642.57","1,585.00","1,591.91","6,367,163"
"Dec 17, 2018","1,566.00","1,576.13","1,505.01","1,520.91","8,829,762"
"Dec 18, 2018","1,540.00","1,567.55","1,523.01","1,551.48","6,522,975"
"Dec 19, 2018","1,543.05","1,584.53","1,483.18","1,495.08","8,792,189"
"Dec 20, 2018","1,484.00","1,509.50","1,432.69","1,460.83","9,991,833"
"Dec 21, 2018","1,464.99","1,480.00","1,363.96","1,377.45","13,640,320"
"Dec 24, 2018","1,346.00","1,396.03","1,307.00","1,343.96","7,219,996"
"Dec 26, 2018","1,368.89","1,473.16","1,363.01","1,470.90","10,411,801"
"Dec 27, 2018","1,454.20","1,469.00","1,390.31","1,461.64","9,722,034"
"Dec 28, 2018","1,473.35","1,513.47","1,449.00","1,478.02","8,828,950"
"Dec 31, 2018","1,510.80","1,520.76","1,487.00","1,501.97","6,954,507"
"Jan 2, 2019","1,465.20","1,553.36","1,460.93","1,539.13","7,983,103"
"Jan 3, 2019","1,520.01","1,538.00","1,497.11","1,500.28","6,975,572"
"Jan 4, 2019","1,530.00","1,594.00","1,518.31","1,575.39","9,182,575"
"Jan 7, 2019","1,602.31","1,634.56","1,589.19","1,629.51","7,993,213"
"Jan 8, 2019","1,664.69","1,676.61","1,616.61","1,656.58","8,881,428"
"Jan 9, 2019","1,652.98","1,667.80","1,641.40","1,659.42","6,348,801"
"Jan 10, 2019","1,641.01","1,663.25","1,621.62","1,656.22","6,507,693"
"Jan 11, 2019","1,640.55","1,660.29","1,636.22","1,640.56","4,686,222"
"Jan 14, 2019","1,615.00","1,648.20","1,595.15","1,617.21","6,005,888"
"Jan 15, 2019","1,632.00","1,675.16","1,626.01","1,674.56","5,998,510"
"Jan 16, 2019","1,684.22","1,705.00","1,675.88","1,683.78","6,366,864"
"Jan 17, 2019","1,680.00","1,700.17","1,677.50","1,693.22","4,208,875"
"Jan 18, 2019","1,712.00","1,716.20","1,691.54","1,696.20","6,020,503"
"Jan 22, 2019","1,681.00","1,681.87","1,610.20","1,632.17","6,416,796"
"Jan 23, 2019","1,656.00","1,657.43","1,612.00","1,640.02","5,225,212"
"Jan 24, 2019","1,641.07","1,657.26","1,631.78","1,654.93","4,089,943"
"Jan 25, 2019","1,670.50","1,683.48","1,661.61","1,670.57","4,959,679"
"Jan 28, 2019","1,643.59","1,645.00","1,614.09","1,637.89","4,837,711"
"Jan 29, 2019","1,631.27","1,632.38","1,590.72","1,593.88","4,632,782"
"Jan 30, 2019","1,623.00","1,676.95","1,619.68","1,670.43","5,783,822"
"Jan 31, 2019","1,692.85","1,736.41","1,679.08","1,718.73","10,910,338"
"Feb 1, 2019","1,638.88","1,673.06","1,622.01","1,626.23","11,506,213"
"Feb 4, 2019","1,623.00","1,649.63","1,613.50","1,633.31","4,929,187"
"Feb 5, 2019","1,643.34","1,665.26","1,642.50","1,658.81","4,453,105"
"Feb 6, 2019","1,670.75","1,672.26","1,633.34","1,640.26","3,939,883"
"Feb 7, 2019","1,625.00","1,625.54","1,592.91","1,614.37","4,626,589"
"Feb 8, 2019","1,586.00","1,588.59","1,566.76","1,588.22","5,657,457"
"Feb 11, 2019","1,600.98","1,609.29","1,586.00","1,591.00","3,317,328"
"Feb 12, 2019","1,604.00","1,639.40","1,598.88","1,638.01","4,858,604"
"Feb 13, 2019","1,647.00","1,656.38","1,637.11","1,640.00","3,560,321"
"Feb 14, 2019","1,624.50","1,637.90","1,606.06","1,622.65","4,120,524"
"Feb 15, 2019","1,627.86","1,628.91","1,604.50","1,607.95","4,343,893"
"Feb 19, 2019","1,601.00","1,634.00","1,600.56","1,627.58","3,681,656"
"Feb 20, 2019","1,630.00","1,634.93","1,610.12","1,622.10","3,337,589"
"Feb 21, 2019","1,619.85","1,623.56","1,600.91","1,619.44","3,483,392"
"Feb 22, 2019","1,623.50","1,634.94","1,621.17","1,631.56","3,096,191"
"Feb 25, 2019","1,641.45","1,654.60","1,630.39","1,633.00","3,184,462"
"Feb 26, 2019","1,625.98","1,639.99","1,616.13","1,636.40","2,665,815"
"Feb 27, 2019","1,628.18","1,641.81","1,615.10","1,641.09","3,148,824"
"Feb 28, 2019","1,635.25","1,651.77","1,633.83","1,639.83","3,025,891"
"Mar 1, 2019","1,655.13","1,674.26","1,651.00","1,671.73","4,974,877"
"Mar 4, 2019","1,685.00","1,709.43","1,674.36","1,696.17","6,167,358"
"Mar 5, 2019","1,702.95","1,707.80","1,689.01","1,692.43","3,681,522"
"Mar 6, 2019","1,695.97","1,697.75","1,668.28","1,668.95","3,996,001"
"Mar 7, 2019","1,667.37","1,669.75","1,620.51","1,625.95","4,957,017"
"Mar 8, 2019","1,604.01","1,622.72","1,586.57","1,620.80","4,667,014"
"Mar 11, 2019","1,626.12","1,672.29","1,626.01","1,670.62","3,876,352"
"Mar 12, 2019","1,669.00","1,684.27","1,660.98","1,673.10","3,614,498"
"Mar 13, 2019","1,683.00","1,700.00","1,679.35","1,690.81","3,552,041"
"Mar 14, 2019","1,691.20","1,702.00","1,684.34","1,686.22","2,946,618"
"Mar 15, 2019","1,703.00","1,718.80","1,693.13","1,712.36","7,550,870"
"Mar 18, 2019","1,712.70","1,750.00","1,712.63","1,742.15","5,429,058"
"Mar 19, 2019","1,753.51","1,784.16","1,753.51","1,761.85","6,364,161"
"Mar 20, 2019","1,769.94","1,799.50","1,767.03","1,797.27","6,265,633"
"Mar 21, 2019","1,796.26","1,823.75","1,787.28","1,819.26","5,767,797"
"Mar 22, 2019","1,810.17","1,818.98","1,763.11","1,764.77","6,362,983"
"Mar 25, 2019","1,757.79","1,782.68","1,747.50","1,774.26","5,103,803"
"Mar 26, 2019","1,793.00","1,805.77","1,773.36","1,783.76","4,865,880"
"Mar 27, 2019","1,784.13","1,787.50","1,745.68","1,765.70","4,324,801"
"Mar 28, 2019","1,770.00","1,777.93","1,753.47","1,773.42","3,042,958"
"Mar 29, 2019","1,786.58","1,792.86","1,776.63","1,780.75","3,320,793"
"Apr 1, 2019","1,800.11","1,815.67","1,798.73","1,814.19","4,238,752"
"Apr 2, 2019","1,811.02","1,820.00","1,805.12","1,813.98","3,448,115"
"Apr 3, 2019","1,826.72","1,830.00","1,809.62","1,820.70","3,980,590"
"Apr 4, 2019","1,820.65","1,828.75","1,804.20","1,818.86","3,623,867"
"Apr 5, 2019","1,829.00","1,838.58","1,825.19","1,837.28","3,640,476"
"Apr 8, 2019","1,833.23","1,850.20","1,825.11","1,849.86","3,752,841"
"Apr 9, 2019","1,845.49","1,853.09","1,831.78","1,835.84","3,714,368"
"Apr 10, 2019","1,841.00","1,848.00","1,828.81","1,847.33","2,963,973"
"Apr 11, 2019","1,848.70","1,849.95","1,840.31","1,844.07","2,654,842"
"Apr 12, 2019","1,848.40","1,851.50","1,841.30","1,843.06","3,114,413"
"Apr 15, 2019","1,842.00","1,846.85","1,818.90","1,844.87","3,724,423"
"Apr 16, 2019","1,851.35","1,869.77","1,848.00","1,863.04","3,044,618"
"Apr 17, 2019","1,872.99","1,876.47","1,860.44","1,864.82","2,893,517"
"Apr 18, 2019","1,868.79","1,870.82","1,859.48","1,861.69","2,749,882"
"Apr 22, 2019","1,855.40","1,888.42","1,845.64","1,887.31","3,373,807"
"Apr 23, 2019","1,891.20","1,929.26","1,889.58","1,923.77","4,640,441"
"Apr 24, 2019","1,925.00","1,929.69","1,898.16","1,901.75","3,675,781"
"Apr 25, 2019","1,917.00","1,922.45","1,900.31","1,902.25","6,099,101"
"Apr 26, 2019","1,929.00","1,951.00","1,898.00","1,950.63","8,432,563"
"Apr 29, 2019","1,949.00","1,956.34","1,934.09","1,938.43","4,021,255"
"Apr 30, 2019","1,930.10","1,935.71","1,906.95","1,926.52","3,506,007"
"May 1, 2019","1,933.09","1,943.64","1,910.55","1,911.52","3,116,964"
"May 2, 2019","1,913.33","1,921.55","1,881.87","1,900.82","3,962,915"
"May 3, 2019","1,949.00","1,964.40","1,936.00","1,962.46","6,381,564"
"May 6, 2019","1,917.98","1,959.00","1,910.50","1,950.55","5,417,841"
"May 7, 2019","1,939.99","1,949.10","1,903.38","1,921.00","5,902,134"
"May 8, 2019","1,918.87","1,935.37","1,910.00","1,917.77","4,078,568"
"May 9, 2019","1,900.00","1,909.40","1,876.00","1,899.87","5,308,263"
"May 10, 2019","1,898.00","1,903.79","1,856.00","1,889.98","5,717,994"
"May 13, 2019","1,836.56","1,846.54","1,818.00","1,822.68","5,783,410"
"May 14, 2019","1,839.50","1,852.44","1,815.75","1,840.12","4,629,107"
"May 15, 2019","1,827.95","1,874.43","1,823.00","1,871.15","4,692,642"
"May 16, 2019","1,885.94","1,917.51","1,882.29","1,907.57","4,707,822"
"May 17, 2019","1,893.05","1,910.53","1,867.33","1,869.00","4,736,618"
"May 20, 2019","1,852.69","1,867.78","1,835.54","1,858.97","3,798,198"
"May 21, 2019","1,874.79","1,879.00","1,846.00","1,857.52","4,005,122"
"May 22, 2019","1,851.78","1,871.49","1,851.00","1,859.68","2,936,601"
"May 23, 2019","1,836.59","1,844.00","1,804.20","1,815.48","4,424,265"
"May 24, 2019","1,835.89","1,841.76","1,817.85","1,823.28","3,369,673"
"May 28, 2019","1,832.75","1,849.27","1,827.35","1,836.43","3,199,965"
"May 29, 2019","1,823.12","1,830.00","1,807.53","1,819.19","4,279,025"
"May 30, 2019","1,825.49","1,829.47","1,807.83","1,816.32","3,146,850"
"May 31, 2019","1,790.01","1,795.59","1,772.70","1,775.07","4,618,819"
"Jun 3, 2019","1,760.01","1,766.29","1,672.00","1,692.69","9,098,708"
"Jun 4, 2019","1,699.24","1,730.82","1,680.89","1,729.56","5,679,121"
"Jun 5, 2019","1,749.60","1,752.00","1,715.25","1,738.50","4,239,782"
"Jun 6, 2019","1,737.71","1,760.00","1,726.13","1,754.36","3,689,272"
"Jun 7, 2019","1,763.70","1,806.25","1,759.49","1,804.03","4,808,246"
"Jun 10, 2019","1,822.00","1,884.87","1,818.00","1,860.63","5,371,007"
"Jun 11, 2019","1,883.25","1,893.70","1,858.00","1,863.70","4,042,694"
"Jun 12, 2019","1,853.98","1,865.00","1,844.38","1,855.32","2,678,335"
"Jun 13, 2019","1,866.72","1,883.09","1,862.22","1,870.30","2,795,810"
"Jun 14, 2019","1,864.00","1,876.00","1,859.00","1,869.67","2,851,163"
"Jun 17, 2019","1,876.50","1,895.69","1,875.45","1,886.03","2,634,342"
"Jun 18, 2019","1,901.35","1,921.67","1,899.79","1,901.37","3,895,728"
"Jun 19, 2019","1,907.84","1,919.58","1,892.47","1,908.79","2,895,347"
"Jun 20, 2019","1,933.33","1,935.20","1,905.80","1,918.19","3,217,153"
"Jun 21, 2019","1,916.10","1,925.95","1,907.58","1,911.30","3,933,576"
"Jun 24, 2019","1,912.66","1,916.86","1,901.30","1,913.90","2,282,969"
"Jun 25, 2019","1,911.84","1,916.39","1,872.42","1,878.27","3,012,347"
"Jun 26, 2019","1,892.48","1,903.80","1,887.32","1,897.83","2,441,910"
"Jun 27, 2019","1,902.00","1,911.24","1,898.04","1,904.28","2,141,721"
"Jun 28, 2019","1,909.10","1,912.94","1,884.00","1,893.63","3,037,358"
"Jul 1, 2019","1,922.98","1,929.82","1,914.66","1,922.19","3,203,347"
"Jul 2, 2019","1,919.38","1,934.79","1,906.63","1,934.31","2,651,299"
"Jul 3, 2019","1,935.89","1,941.59","1,930.50","1,939.00","1,690,294"
"Jul 5, 2019","1,928.60","1,945.90","1,925.30","1,942.91","2,628,359"
"Jul 8, 2019","1,934.12","1,956.00","1,928.25","1,952.32","2,883,371"
"Jul 9, 2019","1,947.80","1,990.01","1,943.48","1,988.30","4,345,698"
"Jul 10, 2019","1,996.51","2,024.94","1,995.40","2,017.41","4,931,902"
"Jul 11, 2019","2,025.62","2,035.80","1,995.30","2,001.07","4,317,766"
"Jul 12, 2019","2,008.27","2,017.00","2,003.87","2,011.00","2,509,297"
"Jul 15, 2019","2,021.40","2,022.90","2,001.55","2,020.99","2,981,343"
"Jul 16, 2019","2,010.58","2,026.32","2,001.22","2,009.90","2,618,198"
"Jul 17, 2019","2,007.05","2,012.00","1,992.03","1,992.03","2,558,809"
"Jul 18, 2019","1,980.01","1,987.50","1,951.55","1,977.90","3,504,252"
"Jul 19, 2019","1,991.21","1,996.00","1,962.23","1,964.52","3,185,612"
"Jul 22, 2019","1,971.14","1,989.00","1,958.26","1,985.63","2,908,111"
"Jul 23, 2019","1,995.99","1,997.79","1,973.13","1,994.49","2,703,480"
"Jul 24, 2019","1,969.30","2,001.30","1,965.87","2,000.81","2,631,300"
"Jul 25, 2019","2,001.00","2,001.20","1,972.72","1,973.82","4,136,461"
"Jul 26, 2019","1,942.00","1,950.90","1,924.51","1,943.05","4,927,143"
"Jul 29, 2019","1,930.00","1,932.23","1,890.54","1,912.45","4,493,190"
"Jul 30, 2019","1,891.12","1,909.89","1,883.48","1,898.53","2,910,888"
"Jul 31, 2019","1,898.11","1,899.55","1,849.44","1,866.78","4,470,727"
"Aug 1, 2019","1,871.72","1,897.92","1,844.01","1,855.32","4,713,311"
"Aug 2, 2019","1,845.07","1,846.36","1,808.02","1,823.24","4,956,225"
"Aug 5, 2019","1,770.22","1,788.67","1,748.78","1,765.13","6,058,212"
"Aug 6, 2019","1,792.23","1,793.77","1,753.40","1,787.83","5,070,258"
"Aug 7, 2019","1,773.99","1,798.93","1,757.00","1,793.40","4,526,884"
"Aug 8, 2019","1,806.00","1,834.26","1,798.11","1,832.89","3,701,242"
"Aug 9, 2019","1,828.95","1,831.09","1,802.22","1,807.58","2,879,770"
"Aug 12, 2019","1,795.99","1,800.98","1,777.00","1,784.92","2,905,498"
"Aug 13, 2019","1,783.00","1,831.74","1,780.00","1,824.34","4,075,021"
"Aug 14, 2019","1,793.01","1,795.65","1,757.22","1,762.96","4,893,649"
"Aug 15, 2019","1,781.99","1,788.00","1,761.96","1,776.12","3,809,948"
"Aug 16, 2019","1,792.89","1,802.91","1,784.55","1,792.57","3,054,240"
"Aug 19, 2019","1,818.08","1,826.00","1,812.61","1,816.12","2,820,303"
"Aug 20, 2019","1,814.50","1,816.82","1,799.88","1,801.38","1,932,835"
"Aug 21, 2019","1,819.39","1,829.58","1,815.00","1,823.54","2,039,231"
"Aug 22, 2019","1,828.00","1,829.41","1,800.10","1,805.60","2,658,388"
"Aug 23, 2019","1,793.03","1,804.90","1,745.23","1,749.62","5,277,898"
"Aug 26, 2019","1,766.91","1,770.00","1,743.51","1,768.87","3,085,320"
"Aug 27, 2019","1,775.73","1,779.40","1,746.68","1,761.83","3,027,245"
"Aug 28, 2019","1,755.00","1,767.86","1,744.05","1,764.25","2,421,893"
"Aug 29, 2019","1,783.00","1,798.55","1,777.25","1,786.40","3,018,012"
"Aug 30, 2019","1,797.49","1,799.74","1,764.57","1,776.29","3,064,147"
"Sep 3, 2019","1,770.00","1,800.80","1,768.00","1,789.84","3,546,859"
"Sep 4, 2019","1,805.00","1,807.63","1,796.23","1,800.62","2,326,228"
"Sep 5, 2019","1,821.95","1,842.00","1,815.58","1,840.72","3,325,189"
"Sep 6, 2019","1,838.22","1,840.65","1,826.40","1,833.51","2,496,933"
"Sep 9, 2019","1,841.00","1,850.00","1,824.61","1,831.35","2,999,515"
"Sep 10, 2019","1,822.75","1,825.81","1,805.34","1,820.55","2,613,879"
"Sep 11, 2019","1,812.14","1,833.42","1,809.08","1,822.99","2,432,767"
"Sep 12, 2019","1,837.63","1,853.66","1,834.28","1,843.55","2,823,505"
"Sep 13, 2019","1,842.01","1,846.12","1,835.17","1,839.34","1,971,317"
"Sep 16, 2019","1,824.02","1,825.69","1,800.20","1,807.84","3,675,473"
"Sep 17, 2019","1,807.08","1,823.99","1,804.10","1,822.55","2,033,058"
"Sep 18, 2019","1,817.04","1,822.06","1,795.50","1,817.46","2,536,012"
"Sep 19, 2019","1,821.02","1,832.57","1,817.90","1,821.50","2,078,335"
"Sep 20, 2019","1,821.71","1,830.63","1,780.92","1,794.16","5,555,839"
"Sep 23, 2019","1,777.00","1,792.70","1,767.32","1,785.30","3,139,142"
"Sep 24, 2019","1,790.61","1,795.71","1,735.55","1,741.61","4,637,901"
"Sep 25, 2019","1,747.36","1,773.00","1,723.00","1,768.33","3,531,098"
"Sep 26, 2019","1,762.79","1,763.37","1,731.50","1,739.84","3,571,952"
"Sep 27, 2019","1,748.00","1,749.12","1,713.82","1,725.45","3,948,029"
"Sep 30, 2019","1,726.99","1,737.46","1,709.22","1,735.91","2,760,768"
"Oct 1, 2019","1,746.00","1,755.60","1,728.41","1,735.65","3,170,460"
"Oct 2, 2019","1,727.74","1,728.89","1,705.00","1,713.23","3,338,476"
"Oct 3, 2019","1,713.00","1,725.00","1,685.06","1,724.42","3,624,371"
"Oct 4, 2019","1,726.02","1,740.58","1,719.23","1,739.65","2,489,277"
"Oct 7, 2019","1,731.63","1,747.83","1,723.70","1,732.66","2,187,598"
"Oct 8, 2019","1,722.49","1,727.00","1,705.00","1,705.51","2,626,840"
"Oct 9, 2019","1,719.61","1,729.95","1,714.36","1,721.99","2,089,335"
"Oct 10, 2019","1,725.24","1,738.29","1,713.75","1,720.26","2,721,531"
"Oct 11, 2019","1,742.92","1,745.45","1,729.86","1,731.92","3,279,534"
"Oct 14, 2019","1,728.91","1,741.89","1,722.00","1,736.43","1,928,898"
"Oct 15, 2019","1,742.14","1,776.45","1,740.62","1,767.38","3,129,244"
"Oct 16, 2019","1,773.33","1,786.24","1,770.52","1,777.43","2,804,068"
"Oct 17, 2019","1,796.49","1,798.85","1,782.02","1,787.48","2,713,773"
"Oct 18, 2019","1,787.80","1,793.98","1,749.20","1,757.51","3,366,091"
"Oct 21, 2019","1,769.66","1,785.88","1,765.00","1,785.66","2,224,902"
"Oct 22, 2019","1,788.15","1,789.78","1,762.00","1,765.73","2,234,425"
"Oct 23, 2019","1,761.30","1,770.05","1,742.00","1,762.17","2,190,380"
"Oct 24, 2019","1,771.09","1,788.34","1,760.27","1,780.78","5,204,350"
"Oct 25, 2019","1,697.55","1,764.21","1,695.00","1,761.33","9,626,402"
"Oct 28, 2019","1,748.06","1,778.70","1,742.50","1,777.08","3,708,851"
"Oct 29, 2019","1,774.81","1,777.00","1,755.81","1,762.71","2,276,855"
"Oct 30, 2019","1,760.24","1,782.38","1,759.12","1,779.99","2,449,405"
"Oct 31, 2019","1,775.99","1,792.00","1,771.48","1,776.66","2,781,185"
"Nov 1, 2019","1,788.01","1,797.45","1,785.21","1,791.44","2,790,354"
"Nov 4, 2019","1,801.01","1,815.06","1,801.01","1,804.66","2,771,922"
"Nov 5, 2019","1,809.16","1,810.25","1,794.00","1,801.71","1,885,543"
"Nov 6, 2019","1,801.00","1,802.50","1,788.58","1,795.77","2,029,783"
"Nov 7, 2019","1,803.76","1,805.90","1,783.48","1,788.20","2,651,086"
"Nov 8, 2019","1,787.89","1,789.88","1,774.04","1,785.88","2,126,198"
"Nov 11, 2019","1,778.00","1,780.00","1,767.13","1,771.65","1,947,810"
"Nov 12, 2019","1,774.66","1,786.22","1,771.91","1,778.00","2,038,925"
"Nov 13, 2019","1,773.39","1,775.00","1,747.32","1,753.11","2,926,892"
"Nov 14, 2019","1,751.43","1,766.59","1,749.56","1,754.60","2,269,417"
"Nov 15, 2019","1,760.05","1,761.68","1,732.86","1,739.49","3,931,141"
"Nov 18, 2019","1,738.30","1,753.70","1,722.71","1,752.53","2,841,907"
"Nov 19, 2019","1,756.99","1,760.68","1,743.03","1,752.79","2,274,535"
"Nov 20, 2019","1,749.14","1,762.52","1,734.12","1,745.53","2,793,759"
"Nov 21, 2019","1,743.00","1,746.87","1,730.36","1,734.71","2,662,938"
"Nov 22, 2019","1,739.02","1,746.43","1,731.00","1,745.72","2,479,081"
"Nov 25, 2019","1,753.25","1,777.42","1,753.24","1,773.84","3,489,467"
"Nov 26, 2019","1,779.92","1,797.03","1,778.35","1,796.94","3,190,428"
"Nov 27, 2019","1,801.00","1,824.50","1,797.31","1,818.51","3,035,846"
"Nov 29, 2019","1,817.78","1,824.69","1,800.79","1,800.80","1,923,440"
"Dec 2, 2019","1,804.40","1,805.55","1,762.68","1,781.60","3,931,750"
"Dec 3, 2019","1,760.00","1,772.87","1,747.23","1,769.96","3,529,582"
"Dec 4, 2019","1,774.01","1,789.09","1,760.22","1,760.69","2,680,700"
"Dec 5, 2019","1,763.50","1,763.50","1,740.00","1,740.48","2,827,852"
"Dec 6, 2019","1,751.20","1,754.40","1,740.13","1,751.60","3,119,979"
"Dec 9, 2019","1,750.66","1,766.89","1,745.61","1,749.51","2,502,489"
"Dec 10, 2019","1,747.40","1,750.67","1,735.00","1,739.21","2,515,644"
"Dec 11, 2019","1,741.67","1,750.00","1,735.71","1,748.72","2,101,318"
"Dec 12, 2019","1,750.00","1,764.00","1,745.44","1,760.33","3,103,949"
"Dec 13, 2019","1,765.00","1,768.99","1,755.00","1,760.94","2,747,909"
"Dec 16, 2019","1,767.00","1,769.50","1,757.05","1,769.21","3,149,345"
"Dec 17, 2019","1,778.01","1,792.00","1,777.39","1,790.66","3,646,697"
"Dec 18, 2019","1,795.02","1,798.20","1,782.36","1,784.03","3,352,187"
"Dec 19, 2019","1,780.50","1,792.99","1,774.06","1,792.28","2,738,320"
"Dec 20, 2019","1,799.62","1,802.97","1,782.45","1,786.50","5,152,460"
"Dec 23, 2019","1,788.26","1,793.00","1,784.51","1,793.00","2,137,493"
"Dec 24, 2019","1,793.81","1,795.57","1,787.58","1,789.21","881,337"
"Dec 26, 2019","1,801.01","1,870.46","1,799.50","1,868.77","6,024,608"
"Dec 27, 2019","1,882.92","1,901.40","1,866.01","1,869.80","6,188,754"
"Dec 30, 2019","1,874.00","1,884.00","1,840.62","1,846.89","3,677,306"
